FECHA,PRECIPITACION,EMBALSE_NOMBRE
23-12-2014,0,Almendra
24-12-2014,0,Almendra
25-12-2014,0,Almendra
26-12-2014,0,Almendra
27-12-2014,0,Almendra
28-12-2014,0.2,Almendra
29-12-2014,0,Almendra
30-12-2014,0,Almendra
31-12-2014,0 ,Almendra
01-01-2015,0,Almendra
02-01-2015,0,Almendra
03-01-2015,0,Almendra
04-01-2015,0,Almendra
05-01-2015,0,Almendra
06-01-2015,0,Almendra
07-01-2015,0,Almendra
08-01-2015,0,Almendra
09-01-2015,0,Almendra
10-01-2015,0,Almendra
11-01-2015,0,Almendra
12-01-2015,0,Almendra
13-01-2015,0,Almendra
14-01-2015,0.2,Almendra
15-01-2015,6.6,Almendra
16-01-2015,0.6,Almendra
17-01-2015,0.4,Almendra
18-01-2015,4.6,Almendra
19-01-2015,0,Almendra
20-01-2015,0.4,Almendra
21-01-2015,0.2,Almendra
22-01-2015,0,Almendra
23-01-2015,0,Almendra
24-01-2015,0,Almendra
25-01-2015,0,Almendra
26-01-2015,0,Almendra
27-01-2015,0,Almendra
28-01-2015,0,Almendra
29-01-2015,0.4,Almendra
30-01-2015,12.8,Almendra
31-01-2015,6.4,Almendra
01-02-2015,0,Almendra
02-02-2015,7.6,Almendra
03-02-2015,1.6,Almendra
04-02-2015,0,Almendra
05-02-2015,0,Almendra
06-02-2015,0,Almendra
07-02-2015,0,Almendra
08-02-2015,0,Almendra
09-02-2015,0,Almendra
10-02-2015,0,Almendra
11-02-2015,0,Almendra
12-02-2015,0,Almendra
13-02-2015,0.2,Almendra
14-02-2015,5.4,Almendra
15-02-2015,0.2,Almendra
16-02-2015,0,Almendra
17-02-2015,0,Almendra
18-02-2015,0,Almendra
19-02-2015,0,Almendra
20-02-2015,1,Almendra
21-02-2015,1.2,Almendra
22-02-2015,0,Almendra
23-02-2015,0,Almendra
24-02-2015,0,Almendra
25-02-2015,0,Almendra
26-02-2015,0,Almendra
27-02-2015,0,Almendra
28-02-2015,0,Almendra
01-03-2015,0.4,Almendra
02-03-2015,0,Almendra
03-03-2015,0,Almendra
04-03-2015,0,Almendra
05-03-2015,0,Almendra
06-03-2015,0,Almendra
07-03-2015,0,Almendra
08-03-2015,0,Almendra
09-03-2015,0,Almendra
10-03-2015,0,Almendra
11-03-2015,0,Almendra
12-03-2015,0,Almendra
13-03-2015,0,Almendra
14-03-2015,0,Almendra
15-03-2015,0,Almendra
16-03-2015,0,Almendra
17-03-2015,0,Almendra
18-03-2015,0,Almendra
19-03-2015,0,Almendra
20-03-2015,0,Almendra
21-03-2015,0.8,Almendra
22-03-2015,0,Almendra
23-03-2015,8.4,Almendra
24-03-2015,1.8,Almendra
25-03-2015,0,Almendra
26-03-2015,0,Almendra
27-03-2015,0,Almendra
28-03-2015,0,Almendra
29-03-2015,0,Almendra
30-03-2015,0,Almendra
31-03-2015,0,Almendra
01-04-2015,0,Almendra
02-04-2015,0,Almendra
03-04-2015,0,Almendra
04-04-2015,0,Almendra
05-04-2015,0,Almendra
06-04-2015,0,Almendra
07-04-2015,0,Almendra
08-04-2015,3.2,Almendra
09-04-2015,3,Almendra
10-04-2015,4.6,Almendra
11-04-2015,0,Almendra
12-04-2015,0,Almendra
13-04-2015,0,Almendra
14-04-2015,0,Almendra
15-04-2015,20.4,Almendra
16-04-2015,0.2,Almendra
17-04-2015,0,Almendra
18-04-2015,2.8,Almendra
19-04-2015,0,Almendra
20-04-2015,0,Almendra
21-04-2015,0,Almendra
22-04-2015,0.8,Almendra
23-04-2015,0,Almendra
24-04-2015,2.4,Almendra
25-04-2015,8.4,Almendra
26-04-2015,6,Almendra
27-04-2015,0,Almendra
28-04-2015,0,Almendra
29-04-2015,0,Almendra
30-04-2015,0,Almendra
01-05-2015,1,Almendra
02-05-2015,0 ,Almendra
03-05-2015,6,Almendra
04-05-2015,4.6,Almendra
05-05-2015,0.2,Almendra
06-05-2015,0,Almendra
07-05-2015,0,Almendra
08-05-2015,0,Almendra
09-05-2015,0,Almendra
10-05-2015,0,Almendra
11-05-2015,0,Almendra
12-05-2015,0,Almendra
13-05-2015,0,Almendra
14-05-2015,0,Almendra
15-05-2015,0,Almendra
16-05-2015,0,Almendra
17-05-2015,0,Almendra
18-05-2015,0,Almendra
19-05-2015,0,Almendra
20-05-2015,0,Almendra
21-05-2015,0,Almendra
22-05-2015,0,Almendra
23-05-2015,0,Almendra
24-05-2015,0,Almendra
25-05-2015,0,Almendra
26-05-2015,0,Almendra
27-05-2015,0,Almendra
28-05-2015,0,Almendra
29-05-2015,0,Almendra
30-05-2015,0,Almendra
31-05-2015,0,Almendra
01-06-2015,0,Almendra
02-06-2015,0,Almendra
03-06-2015,0,Almendra
04-06-2015,0,Almendra
05-06-2015,0,Almendra
06-06-2015,0.6,Almendra
07-06-2015,7.4,Almendra
08-06-2015,1.4,Almendra
09-06-2015,0.4,Almendra
10-06-2015,15.2,Almendra
11-06-2015,0.2,Almendra
12-06-2015,0,Almendra
13-06-2015,1.2,Almendra
14-06-2015,20,Almendra
15-06-2015,0.2,Almendra
16-06-2015,0,Almendra
17-06-2015,0,Almendra
18-06-2015,0,Almendra
19-06-2015,0,Almendra
20-06-2015,0,Almendra
21-06-2015,0,Almendra
22-06-2015,0,Almendra
23-06-2015,0.2,Almendra
24-06-2015,0.2,Almendra
25-06-2015,0,Almendra
26-06-2015,0,Almendra
27-06-2015,0,Almendra
28-06-2015,0,Almendra
29-06-2015,0,Almendra
30-06-2015,0,Almendra
01-07-2015,0,Almendra
02-07-2015,0,Almendra
03-07-2015,0,Almendra
04-07-2015,0,Almendra
05-07-2015,0,Almendra
06-07-2015,0,Almendra
07-07-2015,0,Almendra
08-07-2015,0,Almendra
09-07-2015,0,Almendra
10-07-2015,0,Almendra
11-07-2015,0,Almendra
12-07-2015,0,Almendra
13-07-2015,0,Almendra
14-07-2015,0,Almendra
15-07-2015,0,Almendra
16-07-2015,0,Almendra
17-07-2015,0,Almendra
18-07-2015,0,Almendra
19-07-2015,0,Almendra
20-07-2015,0,Almendra
21-07-2015,0,Almendra
22-07-2015,0,Almendra
23-07-2015,0,Almendra
24-07-2015,0,Almendra
25-07-2015,0,Almendra
26-07-2015,0,Almendra
27-07-2015,0,Almendra
28-07-2015,0,Almendra
29-07-2015,0,Almendra
30-07-2015,0,Almendra
31-07-2015,0,Almendra
01-08-2015,0,Almendra
02-08-2015,0,Almendra
03-08-2015,0,Almendra
04-08-2015,0,Almendra
05-08-2015,0,Almendra
06-08-2015,0,Almendra
07-08-2015,0,Almendra
08-08-2015,0,Almendra
09-08-2015,0,Almendra
10-08-2015,0,Almendra
11-08-2015,0,Almendra
12-08-2015,0,Almendra
13-08-2015,0,Almendra
14-08-2015,0,Almendra
15-08-2015,0,Almendra
16-08-2015,0,Almendra
17-08-2015,0,Almendra
18-08-2015,0,Almendra
19-08-2015,0,Almendra
20-08-2015,0,Almendra
21-08-2015,0,Almendra
22-08-2015,0,Almendra
23-08-2015,0,Almendra
24-08-2015,0,Almendra
25-08-2015,0,Almendra
26-08-2015,0,Almendra
27-08-2015,0,Almendra
28-08-2015,0,Almendra
29-08-2015,0,Almendra
30-08-2015,0,Almendra
31-08-2015,0,Almendra
01-09-2015,0 ,Almendra
02-09-2015,0,Almendra
03-09-2015,0,Almendra
04-09-2015,0,Almendra
05-09-2015,0,Almendra
06-09-2015,0,Almendra
07-09-2015,0,Almendra
08-09-2015,0,Almendra
09-09-2015,0,Almendra
10-09-2015,0,Almendra
11-09-2015,0,Almendra
12-09-2015,0,Almendra
13-09-2015,1.2,Almendra
14-09-2015,0,Almendra
15-09-2015,10.2,Almendra
16-09-2015,13,Almendra
17-09-2015,0.2,Almendra
18-09-2015,0,Almendra
19-09-2015,0,Almendra
20-09-2015,0,Almendra
21-09-2015,0,Almendra
22-09-2015,0,Almendra
23-09-2015,0,Almendra
24-09-2015,0,Almendra
25-09-2015,0,Almendra
26-09-2015,0,Almendra
27-09-2015,0,Almendra
28-09-2015,0,Almendra
29-09-2015,0,Almendra
30-09-2015,0,Almendra
01-10-2015,0,Almendra
02-10-2015,0,Almendra
03-10-2015,0,Almendra
04-10-2015,4.2,Almendra
05-10-2015,7.8,Almendra
06-10-2015,0.4,Almendra
07-10-2015,0,Almendra
08-10-2015,0,Almendra
09-10-2015,0,Almendra
10-10-2015,1,Almendra
11-10-2015,2.6,Almendra
12-10-2015,15,Almendra
13-10-2015,0,Almendra
14-10-2015,0,Almendra
15-10-2015,0,Almendra
16-10-2015,0,Almendra
17-10-2015,0.6,Almendra
18-10-2015,10.2,Almendra
19-10-2015,2.8,Almendra
20-10-2015,0,Almendra
21-10-2015,0,Almendra
22-10-2015,0,Almendra
23-10-2015,0,Almendra
24-10-2015,0.8,Almendra
25-10-2015,5.2,Almendra
26-10-2015,0,Almendra
27-10-2015,9.2,Almendra
28-10-2015,5.2,Almendra
29-10-2015,0,Almendra
30-10-2015,0,Almendra
31-10-2015,1,Almendra
01-11-2015,0.2,Almendra
02-11-2015,29.8,Almendra
03-11-2015,6.4,Almendra
04-11-2015,9.8,Almendra
05-11-2015,1.4,Almendra
06-11-2015,0.2,Almendra
07-11-2015,0.2,Almendra
08-11-2015,0,Almendra
09-11-2015,0,Almendra
10-11-2015,0,Almendra
11-11-2015,0,Almendra
12-11-2015,0,Almendra
13-11-2015,0,Almendra
14-11-2015,0,Almendra
15-11-2015,0,Almendra
16-11-2015,0,Almendra
17-11-2015,0,Almendra
18-11-2015,0,Almendra
19-11-2015,0,Almendra
20-11-2015,0,Almendra
21-11-2015,0,Almendra
22-11-2015,0,Almendra
23-11-2015,0,Almendra
24-11-2015,0,Almendra
25-11-2015,0,Almendra
26-11-2015,0,Almendra
27-11-2015,0,Almendra
28-11-2015,0,Almendra
29-11-2015,0,Almendra
30-11-2015,0,Almendra
01-12-2015,0,Almendra
02-12-2015,0,Almendra
03-12-2015,0,Almendra
04-12-2015,0,Almendra
05-12-2015,0,Almendra
06-12-2015,0,Almendra
07-12-2015,0,Almendra
08-12-2015,2.8,Almendra
09-12-2015,0,Almendra
10-12-2015,0,Almendra
11-12-2015,0,Almendra
12-12-2015,0,Almendra
13-12-2015,1.2,Almendra
14-12-2015,1,Almendra
15-12-2015,0,Almendra
16-12-2015,0,Almendra
17-12-2015,0,Almendra
18-12-2015,0,Almendra
19-12-2015,0,Almendra
20-12-2015,5.4,Almendra
21-12-2015,0,Almendra
22-12-2015,0,Almendra
23-12-2015,0,Almendra
24-12-2015,0.4,Almendra
25-12-2015,0,Almendra
26-12-2015,0,Almendra
27-12-2015,0,Almendra
28-12-2015,13.8,Almendra
29-12-2015,0.2,Almendra
30-12-2015,8,Almendra
31-12-2015,0.2 ,Almendra
01-01-2016,23.4,Almendra
02-01-2016,0.6,Almendra
03-01-2016,7.4,Almendra
04-01-2016,31.6,Almendra
05-01-2016,1.6,Almendra
06-01-2016,5,Almendra
07-01-2016,4,Almendra
08-01-2016,15,Almendra
09-01-2016,13.2,Almendra
10-01-2016,39,Almendra
11-01-2016,12.6,Almendra
12-01-2016,2.2,Almendra
13-01-2016,0,Almendra
14-01-2016,8.6,Almendra
15-01-2016,0,Almendra
16-01-2016,0,Almendra
17-01-2016,2,Almendra
18-01-2016,0,Almendra
19-01-2016,0,Almendra
20-01-2016,1.2,Almendra
21-01-2016,1.4,Almendra
22-01-2016,0.6,Almendra
23-01-2016,0,Almendra
24-01-2016,0,Almendra
25-01-2016,3,Almendra
26-01-2016,0.2,Almendra
27-01-2016,0,Almendra
28-01-2016,6.6,Almendra
29-01-2016,0.8,Almendra
30-01-2016,0,Almendra
31-01-2016,0,Almendra
01-02-2016,0,Almendra
02-02-2016,0.2,Almendra
03-02-2016,0,Almendra
04-02-2016,0,Almendra
05-02-2016,0,Almendra
06-02-2016,10.6,Almendra
07-02-2016,0.8,Almendra
08-02-2016,0,Almendra
09-02-2016,1.4,Almendra
10-02-2016,6,Almendra
11-02-2016,8.2,Almendra
12-02-2016,14,Almendra
13-02-2016,12.2,Almendra
14-02-2016,4.8,Almendra
15-02-2016,0,Almendra
16-02-2016,0,Almendra
17-02-2016,4.8,Almendra
18-02-2016,0,Almendra
19-02-2016,0,Almendra
20-02-2016,0,Almendra
21-02-2016,0,Almendra
22-02-2016,0,Almendra
23-02-2016,0,Almendra
24-02-2016,5,Almendra
25-02-2016,0.2,Almendra
26-02-2016,10.2,Almendra
27-02-2016,0,Almendra
28-02-2016,0,Almendra
29-02-2016,0,Almendra
01-03-2016,0,Almendra
02-03-2016,0,Almendra
03-03-2016,0,Almendra
04-03-2016,0.8,Almendra
05-03-2016,0.6,Almendra
06-03-2016,0,Almendra
07-03-2016,2.6,Almendra
08-03-2016,0,Almendra
09-03-2016,0.6,Almendra
10-03-2016,0,Almendra
11-03-2016,0,Almendra
12-03-2016,0,Almendra
13-03-2016,0,Almendra
14-03-2016,0,Almendra
15-03-2016,0.2,Almendra
16-03-2016,0,Almendra
17-03-2016,0,Almendra
18-03-2016,7.4,Almendra
19-03-2016,5.8,Almendra
20-03-2016,1,Almendra
21-03-2016,0.8,Almendra
22-03-2016,0,Almendra
23-03-2016,0,Almendra
24-03-2016,0,Almendra
25-03-2016,0,Almendra
26-03-2016,4.4,Almendra
27-03-2016,0,Almendra
28-03-2016,8.2,Almendra
29-03-2016,1.6,Almendra
30-03-2016,0.8,Almendra
31-03-2016,8.2,Almendra
01-04-2016,0,Almendra
02-04-2016,0,Almendra
03-04-2016,6.4,Almendra
04-04-2016,13.6,Almendra
05-04-2016,0,Almendra
06-04-2016,0,Almendra
07-04-2016,0,Almendra
08-04-2016,0,Almendra
09-04-2016,0,Almendra
10-04-2016,4,Almendra
11-04-2016,2,Almendra
12-04-2016,2,Almendra
13-04-2016,1.4,Almendra
14-04-2016,19.2,Almendra
15-04-2016,19.6,Almendra
16-04-2016,6.6,Almendra
17-04-2016,4.8,Almendra
18-04-2016,0,Almendra
19-04-2016,17,Almendra
20-04-2016,10.2,Almendra
21-04-2016,0.4,Almendra
22-04-2016,0.4,Almendra
23-04-2016,0.2,Almendra
24-04-2016,0,Almendra
25-04-2016,0,Almendra
26-04-2016,0,Almendra
27-04-2016,0,Almendra
28-04-2016,0,Almendra
29-04-2016,0,Almendra
30-04-2016,0,Almendra
01-05-2016,0 ,Almendra
02-05-2016,0,Almendra
03-05-2016,0,Almendra
04-05-2016,0,Almendra
05-05-2016,11,Almendra
06-05-2016,12.2,Almendra
07-05-2016,0,Almendra
08-05-2016,12.8,Almendra
09-05-2016,8.4,Almendra
10-05-2016,4,Almendra
11-05-2016,9.8,Almendra
12-05-2016,3.8,Almendra
13-05-2016,0.4,Almendra
14-05-2016,0,Almendra
15-05-2016,0,Almendra
16-05-2016,0,Almendra
17-05-2016,0,Almendra
18-05-2016,0,Almendra
19-05-2016,0,Almendra
20-05-2016,0,Almendra
21-05-2016,0,Almendra
22-05-2016,2,Almendra
23-05-2016,0,Almendra
24-05-2016,0,Almendra
25-05-2016,0,Almendra
26-05-2016,0,Almendra
27-05-2016,0,Almendra
28-05-2016,9.8,Almendra
29-05-2016,3.6,Almendra
30-05-2016,0.2,Almendra
31-05-2016,0,Almendra
01-06-2016,0,Almendra
02-06-2016,0,Almendra
03-06-2016,0,Almendra
04-06-2016,0,Almendra
05-06-2016,0,Almendra
06-06-2016,0,Almendra
07-06-2016,0,Almendra
08-06-2016,0,Almendra
09-06-2016,0,Almendra
10-06-2016,0,Almendra
11-06-2016,0,Almendra
12-06-2016,0,Almendra
13-06-2016,0,Almendra
14-06-2016,0.2,Almendra
15-06-2016,0,Almendra
16-06-2016,0,Almendra
17-06-2016,1.2,Almendra
18-06-2016,0,Almendra
19-06-2016,0,Almendra
20-06-2016,0,Almendra
21-06-2016,0,Almendra
22-06-2016,0,Almendra
23-06-2016,0,Almendra
24-06-2016,0,Almendra
25-06-2016,0,Almendra
26-06-2016,0,Almendra
27-06-2016,0,Almendra
28-06-2016,0,Almendra
29-06-2016,0,Almendra
30-06-2016,0,Almendra
01-07-2016,0,Almendra
02-07-2016,0,Almendra
03-07-2016,0,Almendra
04-07-2016,0,Almendra
05-07-2016,0,Almendra
06-07-2016,0.2,Almendra
07-07-2016,0,Almendra
08-07-2016,0,Almendra
09-07-2016,0,Almendra
10-07-2016,0,Almendra
11-07-2016,0,Almendra
12-07-2016,0,Almendra
13-07-2016,0,Almendra
14-07-2016,0,Almendra
15-07-2016,0,Almendra
16-07-2016,0,Almendra
17-07-2016,0,Almendra
18-07-2016,0,Almendra
19-07-2016,0,Almendra
20-07-2016,0,Almendra
21-07-2016,0,Almendra
22-07-2016,0,Almendra
23-07-2016,0,Almendra
24-07-2016,0,Almendra
25-07-2016,0,Almendra
26-07-2016,0,Almendra
27-07-2016,0,Almendra
28-07-2016,0,Almendra
29-07-2016,0,Almendra
30-07-2016,0,Almendra
31-07-2016,0,Almendra
01-08-2016,0,Almendra
02-08-2016,0,Almendra
03-08-2016,0,Almendra
04-08-2016,0,Almendra
05-08-2016,0,Almendra
06-08-2016,0,Almendra
07-08-2016,0,Almendra
08-08-2016,0,Almendra
09-08-2016,0,Almendra
10-08-2016,0,Almendra
11-08-2016,0,Almendra
12-08-2016,0,Almendra
13-08-2016,0,Almendra
14-08-2016,0,Almendra
15-08-2016,0,Almendra
16-08-2016,0,Almendra
17-08-2016,0,Almendra
18-08-2016,0,Almendra
19-08-2016,0,Almendra
20-08-2016,0,Almendra
21-08-2016,0,Almendra
22-08-2016,0,Almendra
23-08-2016,0,Almendra
24-08-2016,0,Almendra
25-08-2016,0,Almendra
26-08-2016,2.6,Almendra
27-08-2016,0,Almendra
28-08-2016,0,Almendra
29-08-2016,0,Almendra
30-08-2016,0,Almendra
31-08-2016,0 ,Almendra
01-09-2016,0,Almendra
02-09-2016,0,Almendra
03-09-2016,0,Almendra
04-09-2016,0,Almendra
05-09-2016,0,Almendra
06-09-2016,0,Almendra
07-09-2016,0,Almendra
08-09-2016,0,Almendra
09-09-2016,0,Almendra
10-09-2016,0,Almendra
11-09-2016,0,Almendra
12-09-2016,0,Almendra
13-09-2016,18.4,Almendra
14-09-2016,0.8,Almendra
15-09-2016,0,Almendra
16-09-2016,0,Almendra
17-09-2016,0,Almendra
18-09-2016,0,Almendra
19-09-2016,0,Almendra
20-09-2016,0,Almendra
21-09-2016,0,Almendra
22-09-2016,0,Almendra
23-09-2016,0,Almendra
24-09-2016,0,Almendra
25-09-2016,0.2,Almendra
26-09-2016,0,Almendra
27-09-2016,0,Almendra
28-09-2016,0,Almendra
29-09-2016,0,Almendra
30-09-2016,0,Almendra
01-10-2016,0,Almendra
02-10-2016,0,Almendra
03-10-2016,0,Almendra
04-10-2016,0,Almendra
05-10-2016,0,Almendra
06-10-2016,0,Almendra
07-10-2016,0,Almendra
08-10-2016,0,Almendra
09-10-2016,0,Almendra
10-10-2016,0,Almendra
11-10-2016,1.6,Almendra
12-10-2016,18.2,Almendra
13-10-2016,1,Almendra
14-10-2016,0,Almendra
15-10-2016,0,Almendra
16-10-2016,0,Almendra
17-10-2016,6.4,Almendra
18-10-2016,3.2,Almendra
19-10-2016,11.8,Almendra
20-10-2016,0.2,Almendra
21-10-2016,0.2,Almendra
22-10-2016,1.2,Almendra
23-10-2016,12.6,Almendra
24-10-2016,15.2,Almendra
25-10-2016,5,Almendra
26-10-2016,0,Almendra
27-10-2016,0,Almendra
28-10-2016,0,Almendra
29-10-2016,0,Almendra
30-10-2016,0,Almendra
31-10-2016,0,Almendra
01-11-2016,0,Almendra
02-11-2016,0,Almendra
03-11-2016,0,Almendra
04-11-2016,0,Almendra
05-11-2016,0,Almendra
06-11-2016,0,Almendra
07-11-2016,0,Almendra
08-11-2016,0,Almendra
09-11-2016,0,Almendra
10-11-2016,0,Almendra
11-11-2016,0,Almendra
12-11-2016,0,Almendra
13-11-2016,0,Almendra
14-11-2016,0,Almendra
15-11-2016,0,Almendra
16-11-2016,0,Almendra
17-11-2016,0.2,Almendra
18-11-2016,0,Almendra
19-11-2016,0,Almendra
20-11-2016,13.8,Almendra
21-11-2016,6.4,Almendra
22-11-2016,0,Almendra
23-11-2016,1.8,Almendra
24-11-2016,3,Almendra
25-11-2016,6,Almendra
26-11-2016,2.8,Almendra
27-11-2016,11.4,Almendra
28-11-2016,0.2,Almendra
29-11-2016,0,Almendra
30-11-2016,0,Almendra
01-12-2016,0.2,Almendra
02-12-2016,0.2,Almendra
03-12-2016,3.2,Almendra
04-12-2016,0.4,Almendra
05-12-2016,0,Almendra
06-12-2016,0,Almendra
07-12-2016,0,Almendra
08-12-2016,0,Almendra
09-12-2016,0,Almendra
10-12-2016,0,Almendra
11-12-2016,0,Almendra
12-12-2016,0,Almendra
13-12-2016,0,Almendra
14-12-2016,3.4,Almendra
15-12-2016,3,Almendra
16-12-2016,9,Almendra
17-12-2016,0,Almendra
18-12-2016,0,Almendra
19-12-2016,0,Almendra
20-12-2016,0,Almendra
21-12-2016,0,Almendra
22-12-2016,0,Almendra
23-12-2016,0,Almendra
24-12-2016,0,Almendra
25-12-2016,0,Almendra
26-12-2016,0,Almendra
27-12-2016,0,Almendra
28-12-2016,0,Almendra
29-12-2016,0,Almendra
30-12-2016,0,Almendra
31-12-2016,0 ,Almendra
01-01-2017,0,Almendra
02-01-2017,0,Almendra
03-01-2017,0,Almendra
04-01-2017,0,Almendra
05-01-2017,0,Almendra
06-01-2017,0,Almendra
07-01-2017,0,Almendra
08-01-2017,0,Almendra
09-01-2017,0,Almendra
10-01-2017,0,Almendra
11-01-2017,0,Almendra
12-01-2017,0,Almendra
13-01-2017,0,Almendra
14-01-2017,0,Almendra
15-01-2017,0,Almendra
16-01-2017,0,Almendra
17-01-2017,0,Almendra
18-01-2017,0,Almendra
19-01-2017,0,Almendra
20-01-2017,0,Almendra
21-01-2017,0,Almendra
22-01-2017,0,Almendra
23-01-2017,0,Almendra
24-01-2017,0,Almendra
25-01-2017,0,Almendra
26-01-2017,0,Almendra
27-01-2017,6.8,Almendra
28-01-2017,0,Almendra
29-01-2017,7.4,Almendra
30-01-2017,2.6,Almendra
31-01-2017,0,Almendra
01-02-2017,4.8,Almendra
02-02-2017,5.4,Almendra
03-02-2017,3.2,Almendra
04-02-2017,8,Almendra
05-02-2017,6.6,Almendra
06-02-2017,0.2,Almendra
07-02-2017,3.2,Almendra
08-02-2017,0,Almendra
09-02-2017,0,Almendra
10-02-2017,1.2,Almendra
11-02-2017,0,Almendra
12-02-2017,5,Almendra
13-02-2017,21,Almendra
14-02-2017,0.2,Almendra
16-02-2017,0,Almendra
17-02-2017,0,Almendra
18-02-2017,16.2,Almendra
19-02-2017,0,Almendra
20-02-2017,0,Almendra
21-02-2017,0,Almendra
22-02-2017,0,Almendra
23-02-2017,0,Almendra
24-02-2017,0,Almendra
25-02-2017,0,Almendra
26-02-2017,0,Almendra
27-02-2017,0,Almendra
28-02-2017,0,Almendra
01-03-2017,0,Almendra
02-03-2017,0,Almendra
03-03-2017,11,Almendra
04-03-2017,0,Almendra
05-03-2017,0.2,Almendra
06-03-2017,0,Almendra
07-03-2017,0,Almendra
08-03-2017,0,Almendra
09-03-2017,0,Almendra
10-03-2017,0,Almendra
11-03-2017,0,Almendra
12-03-2017,0,Almendra
13-03-2017,0,Almendra
14-03-2017,0,Almendra
15-03-2017,0,Almendra
16-03-2017,0,Almendra
17-03-2017,0,Almendra
18-03-2017,0,Almendra
19-03-2017,0,Almendra
20-03-2017,0,Almendra
21-03-2017,0,Almendra
22-03-2017,6.8,Almendra
23-03-2017,2,Almendra
24-03-2017,0,Almendra
25-03-2017,0.4,Almendra
26-03-2017,1.2,Almendra
27-03-2017,2.8,Almendra
28-03-2017,0,Almendra
29-03-2017,0,Almendra
30-03-2017,0,Almendra
31-03-2017,0,Almendra
01-04-2017,0,Almendra
02-04-2017,0,Almendra
03-04-2017,0,Almendra
04-04-2017,0,Almendra
05-04-2017,0,Almendra
06-04-2017,0,Almendra
07-04-2017,0,Almendra
08-04-2017,0,Almendra
09-04-2017,0,Almendra
10-04-2017,0,Almendra
11-04-2017,0,Almendra
12-04-2017,0,Almendra
13-04-2017,0,Almendra
14-04-2017,0,Almendra
15-04-2017,0,Almendra
16-04-2017,0,Almendra
17-04-2017,0,Almendra
18-04-2017,0,Almendra
19-04-2017,0,Almendra
20-04-2017,0,Almendra
21-04-2017,0,Almendra
22-04-2017,0,Almendra
23-04-2017,0,Almendra
24-04-2017,0,Almendra
25-04-2017,0,Almendra
26-04-2017,0,Almendra
27-04-2017,0,Almendra
28-04-2017,0,Almendra
29-04-2017,3.6,Almendra
30-04-2017,6.6,Almendra
01-05-2017,0,Almendra
02-05-2017,0,Almendra
03-05-2017,0 ,Almendra
04-05-2017,0,Almendra
05-05-2017,0,Almendra
06-05-2017,0,Almendra
07-05-2017,0,Almendra
08-05-2017,0,Almendra
09-05-2017,0.2,Almendra
10-05-2017,0,Almendra
11-05-2017,0,Almendra
12-05-2017,0,Almendra
13-05-2017,0,Almendra
14-05-2017,0,Almendra
15-05-2017,0,Almendra
16-05-2017,0,Almendra
17-05-2017,2,Almendra
18-05-2017,0,Almendra
19-05-2017,0,Almendra
20-05-2017,0,Almendra
21-05-2017,0,Almendra
22-05-2017,0,Almendra
23-05-2017,0,Almendra
24-05-2017,0,Almendra
25-05-2017,0.2,Almendra
26-05-2017,2.4,Almendra
27-05-2017,0,Almendra
28-05-2017,0,Almendra
29-05-2017,0.4,Almendra
30-05-2017,0,Almendra
31-05-2017,0,Almendra
01-06-2017,0,Almendra
02-06-2017,0,Almendra
03-06-2017,0,Almendra
04-06-2017,0,Almendra
05-06-2017,0,Almendra
06-06-2017,0.2,Almendra
07-06-2017,0,Almendra
08-06-2017,0,Almendra
09-06-2017,0,Almendra
10-06-2017,0,Almendra
11-06-2017,0,Almendra
12-06-2017,0,Almendra
13-06-2017,0,Almendra
14-06-2017,0,Almendra
15-06-2017,0,Almendra
16-06-2017,0,Almendra
17-06-2017,0,Almendra
18-06-2017,0,Almendra
19-06-2017,11,Almendra
20-06-2017,0,Almendra
21-06-2017,0,Almendra
22-06-2017,0,Almendra
23-06-2017,0,Almendra
24-06-2017,0,Almendra
25-06-2017,1.8,Almendra
26-06-2017,2.8,Almendra
27-06-2017,0,Almendra
28-06-2017,6.8,Almendra
29-06-2017,2.2,Almendra
30-06-2017,0,Almendra
01-07-2017,0,Almendra
02-07-2017,0,Almendra
03-07-2017,0,Almendra
04-07-2017,0,Almendra
05-07-2017,0,Almendra
06-07-2017,13.2,Almendra
07-07-2017,0,Almendra
08-07-2017,0,Almendra
09-07-2017,0,Almendra
10-07-2017,0,Almendra
11-07-2017,0,Almendra
12-07-2017,0,Almendra
13-07-2017,0,Almendra
14-07-2017,0,Almendra
15-07-2017,0,Almendra
16-07-2017,0,Almendra
17-07-2017,0,Almendra
18-07-2017,0,Almendra
19-07-2017,0,Almendra
20-07-2017,0,Almendra
21-07-2017,0,Almendra
22-07-2017,0,Almendra
23-07-2017,0,Almendra
24-07-2017,0,Almendra
25-07-2017,0,Almendra
26-07-2017,0,Almendra
27-07-2017,0,Almendra
28-07-2017,0,Almendra
29-07-2017,0,Almendra
30-07-2017,0,Almendra
31-07-2017,0,Almendra
01-08-2017,0,Almendra
02-08-2017,0,Almendra
03-08-2017,0,Almendra
04-08-2017,0,Almendra
05-08-2017,0,Almendra
06-08-2017,0,Almendra
07-08-2017,0,Almendra
08-08-2017,0,Almendra
09-08-2017,0,Almendra
10-08-2017,0,Almendra
11-08-2017,0,Almendra
12-08-2017,0,Almendra
13-08-2017,0,Almendra
14-08-2017,0,Almendra
15-08-2017,0,Almendra
16-08-2017,0,Almendra
17-08-2017,0,Almendra
18-08-2017,0,Almendra
19-08-2017,0,Almendra
